96, 156.25 392. 1. 2. 3. 4. 5. 6. 7. 1.1;
97, 312.5 493.88 1. 3. 3.01 3.02 0.25 1.01 9. 1.2;
98, 156.25 554.37 1. 7.1 7.2 7.3 7.4 7.5 7.6 1.3;
99, 156.25 659.26 1. 3. 5. 7. 9. 11. 13. 1.;
100, 156.25 311.13 1. 2.02 3. 4.04 5. 6.06 7. 0.9;
101, 156.25 440. 1. 2. 3. 4. 5. 6.32 7. 0.8;
102, 365. 466.16 2. 4. 6. 8. 10. 12. 14. 0.7;
103, 208.75 370. 1. 2. 3. 4. 5. 6. 7. 0.6;
104, 208.75 293.67 1. 8. 9. 10. 11. 12. 13. 0.5;
105, 625. 698.46 1. 1.01 3. 3.01 5. 5.01 7. 0.4;
106, 156.25 392. 1. 2. 3. 4. 5. 6. 7. 0.3;
107, 312.5 493.88 1. 3. 3.01 3.02 0.25 1.01 9. 0.2;
108, 156.25 554.37 1. 7.1 7.2 7.3 7.4 7.5 7.6 0.1;
